,Label,Text
186,0,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
1136,0,K do I need a login or anything
2058,0,"Nothing, i got msg frm tht unknown no.."
4672,0,"Probably not, I'm almost out of gas and I get some cash tomorrow"
148,0,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
4124,0,"Cool, want me to go to kappa or should I meet you outside mu"
3363,0,No messages on her phone. I'm holding it now
2866,0,He says hi and to get your ass back to south tampa (preferably at a kegger)
3776,0,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
1386,0,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
5271,0,So u wan 2 come for our dinner tonight a not?
4614,0,How much you got for cleaning
3629,0,Meeting u is my work. . . Tel me when shall i do my work tomorrow
5019,0,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
3028,0,You still at the game?
2969,0,"Mostly sports type..lyk footbl,crckt.."
4847,0,Pls help me tell Ashley that i cant find her number oh
1708,0,Was doing my test earlier. I appreciate you. Will call you tomorrow.
2953,0,Tell me whos this pls:-)
454,0,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
609,0,Neva mind it's ok..
4263,0,You'll never believe this but i have actually got off at taunton. Wow
4728,1,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
2074,1,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
4052,0,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
4534,1,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
1622,0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
4889,0,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
40,0,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
2089,1,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
3924,0,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
2175,0,See? I thought it all through
74,0,U can call me now...
4464,0,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
5492,1,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
2657,0,Feel like trying kadeem again? :V
3180,0,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
2076,0,Must come later.. I normally bathe him in da afternoon mah..
441,0,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
2051,0,Hi where you. You in home or calicut?
2541,0,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
1301,0,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
3430,0,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
1304,0,I cant pick the phone right now. Pls send a message
236,0,I have printed it oh. So  &lt;#&gt;  come upstairs
4648,0,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
2599,0,Okie... Thanx...
2573,0,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
3280,0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
3186,0,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
3953,0,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... 
2768,0,Wow v v impressed. Have funs shopping!
4223,0,Yo you around? A friend of mine's lookin to pick up later tonight
